ItemCode,ITEM,EAN,Qty,RRP,Price  (£),NEW,ORDER,TOTAL VALUE,search_number
01-SJ-BLOV-PS30,SARAH JESSICA PARKER BORN LOVELY EDP-S 30ML,5060426153501.0,90,27.0,4.95,,,0.0,202050222.0
01-SJ-LOVLI-PS100,SARAH JESSICA PARKER LOVELY LIGHTS EDP-S 100ML,5060426157820.0,92,45.0,7.95,,,0.0,
01-SJ-LOVLI-PS30,SARAH JESSICA PARKER LOVELY LIGHTS EDP-S 30ML,5060426157868.0,516,42.0,4.95,,,0.0,
01-SJ-LOV-PS100,SARAH JESSICA PARKER LOVELY EDP-S 100ML,5060426150005.0,1000+,76.0,10.95,,,0.0,656910.0
01-SJ-LOV-PS200,SARAH JESSICA PARKER LOVELY EDP-S 200ML,5060426150678.0,1000+,79.0,14.5,,,0.0,
01-SJ-LOV-PS30,SARAH JESSICA PARKER LOVELY EDP-S 30ML,5060426150029.0,1000+,19.99,5.25,,,0.0,656915.0
01-SJ-LOV-PS50,SARAH JESSICA PARKER LOVELY EDP-S 50ML,5060426150012.0,1000+,40.0,6.95,,,0.0,656909.0
01-SJ-LS-PS100,SARAH JESSICA PARKER LOVELY SHEER EDP-S 100ML,5060426150456.0,1000+,50.0,8.95,,,0.0,
01-SJ-NYC-BM250,SARAH JESSICA PARKER NYC BODY MIST 250ML,5060426151972.0,1000+,20.0,4.25,,,0.0,6403138.0
01-SJ-NYC-PS100,SARAH JESSICA PARKER NYC EDP-S 100ML,5060426150241.0,1000+,34.99,7.95,,,0.0,6034899.0
01-SJ-NYC-PS30,SARAH JESSICA PARKER NYC EDP-S 30ML,5060426151798.0,503,34.0,4.95,,,0.0,
01-SJ-SHEER-BM250,SARAH JESSICA PARKER LOVELY SHEER BODY MIST 250ML,5060426154805.0,1000+,20.0,2.95,,,0.0,
01-TC-SHEER-TS50-UK,TIFFANY & CO SHEER EDT-S 50ML,3614226969316.0,81,82.0,35.95,,,0.0,6462126.0
01-TC-TIF-PS50-UK,TIFFANY & CO EDP-S 50ML,3614222401995.0,894,99.0,44.5,,,0.0,
01-TF-BO-PS10,TOM FORD BLACK ORCHID EDP-S 10ML,888066069618.0,390,63.0,20.95,,,0.0,6485233.0
01-TF-BO-PS100,TOM FORD BLACK ORCHID EDP-S 100ML,888066000079.0,1000+,152.0,80.95,,,0.0,1745300.0
01-TF-BO-PS50,TOM FORD BLACK ORCHID EDP-S 50ML,888066000062.0,44,106.0,60.95,,,0.0,
01-TF-LC-PS50,TOM FORD LOST CHERRY EDP-S 50ML,888066082341.0,2,290.0,165.95,,,0.0,6394716.0
01-TF-VO-PS100,TOM FORD VELVET ORCHID EDP-S 100ML,888066023955.0,129,150.0,77.95,,,0.0,4221742.0
01-TF-VO-PS50,TOM FORD VELVET ORCHID EDP-S 50ML,888066023948.0,97,106.0,60.95,,,0.0,
01-TF-WS-PS50,TOM FORD WHITE SUEDE EDP-S 50ML,888066089302.0,580,220.0,100.95,,,0.0,2376172.0
01-TM-ALIGSF-PS30,MUGLER ALIEN GODDESS SUPRA FLORALE EDP-S 30ML,3614273927949.0,1000+,67.0,28.95,,,0.0,
01-TM-ALI-RFPS30-UK,MUGLER ALIEN REFILLABLE TALISMAN EDP-S 30ML,3439600056914.0,529,67.0,32.95,,,0.0,
01-TM-ALI-TS60,MUGLER ALIEN EDT-S 60ML,3439600056181.0,607,80.0,34.95,,,0.0,1870130.0
01-TM-ANG-06417,MUGLER ANGEL EDP-S REFILLABLE 15ML,3614273606417.0,1000+,33.0,23.95,,,0.0,764227.0
01-TM-ANG-56525-UK,MUGLER ANGEL REFILLABLE EDP-S 25ML,3439600056525.0,251,67.0,32.95,,,0.0,
